Start_point, End_point, Cell, Delay
instr[4], riscv/dp/_19668_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19668_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19668_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19668_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19668_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19668_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19668_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19668_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19668_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19668_, AO22x1_ASAP7_75t_R,  91.58
instr[4], riscv/dp/_19668_, AO21x1_ASAP7_75t_R,  22.19
instr[4], riscv/dp/_19668_, AND4x2_ASAP7_75t_R,  35.38
instr[4], riscv/dp/_19668_, AO21x1_ASAP7_75t_R,  22.12
instr[4], riscv/dp/_19668_, AO21x1_ASAP7_75t_R,  15.72
instr[4], riscv/dp/_19668_, AO221x1_ASAP7_75t_R,  23.71
instr[4], riscv/dp/_19668_, NAND2x1_ASAP7_75t_R,   9.35
instr[4], riscv/dp/_19668_, OA31x2_ASAP7_75t_R,  22.73
instr[4], riscv/dp/_19668_, OAI21x1_ASAP7_75t_R,  50.67
instr[4], riscv/dp/_19668_, OA21x2_ASAP7_75t_R,  57.03
instr[4], riscv/dp/_19668_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19124_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19124_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19124_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19124_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19124_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19124_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19124_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19124_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19124_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19124_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19124_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19124_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19124_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19124_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19124_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19124_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19124_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19124_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19124_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19124_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19124_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19124_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19124_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19124_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19124_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19124_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19124_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19124_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19124_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19124_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19124_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19124_, AO22x1_ASAP7_75t_R,  91.58
instr[4], riscv/dp/_19124_, AO21x1_ASAP7_75t_R,  22.19
instr[4], riscv/dp/_19124_, AND4x2_ASAP7_75t_R,  35.38
instr[4], riscv/dp/_19124_, AO21x1_ASAP7_75t_R,  22.12
instr[4], riscv/dp/_19124_, AO21x1_ASAP7_75t_R,  15.72
instr[4], riscv/dp/_19124_, AO221x1_ASAP7_75t_R,  23.71
instr[4], riscv/dp/_19124_, NAND2x1_ASAP7_75t_R,   9.35
instr[4], riscv/dp/_19124_, OA31x2_ASAP7_75t_R,  22.73
instr[4], riscv/dp/_19124_, OAI21x1_ASAP7_75t_R,  50.67
instr[4], riscv/dp/_19124_, OA21x2_ASAP7_75t_R,  56.92
instr[4], riscv/dp/_19124_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_18865_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_18865_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_18865_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_18865_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_18865_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_18865_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_18865_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_18865_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_18865_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_18865_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_18865_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_18865_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_18865_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_18865_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_18865_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_18865_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_18865_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_18865_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_18865_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_18865_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_18865_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_18865_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_18865_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_18865_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_18865_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_18865_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_18865_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_18865_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_18865_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_18865_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_18865_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_18865_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_18865_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_18865_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_18865_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_18865_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_18865_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_18865_, OR2x2_ASAP7_75t_R,  18.61
instr[4], riscv/dp/_18865_, OA31x2_ASAP7_75t_R,  19.59
instr[4], riscv/dp/_18865_, OAI21x1_ASAP7_75t_R,  51.01
instr[4], riscv/dp/_18865_, OA21x2_ASAP7_75t_R,  60.33
instr[4], riscv/dp/_18865_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19252_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19252_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19252_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19252_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19252_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19252_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19252_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19252_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19252_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19252_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19252_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19252_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19252_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19252_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19252_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19252_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19252_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19252_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19252_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19252_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19252_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19252_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19252_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19252_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19252_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19252_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19252_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19252_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19252_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19252_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19252_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19252_, AO22x1_ASAP7_75t_R,  91.58
instr[4], riscv/dp/_19252_, AO21x1_ASAP7_75t_R,  22.19
instr[4], riscv/dp/_19252_, AND4x2_ASAP7_75t_R,  35.38
instr[4], riscv/dp/_19252_, AO21x1_ASAP7_75t_R,  22.12
instr[4], riscv/dp/_19252_, AO21x1_ASAP7_75t_R,  15.72
instr[4], riscv/dp/_19252_, AO221x1_ASAP7_75t_R,  23.71
instr[4], riscv/dp/_19252_, NAND2x1_ASAP7_75t_R,   9.35
instr[4], riscv/dp/_19252_, OA31x2_ASAP7_75t_R,  22.73
instr[4], riscv/dp/_19252_, OAI21x1_ASAP7_75t_R,  50.67
instr[4], riscv/dp/_19252_, OA21x2_ASAP7_75t_R,  56.92
instr[4], riscv/dp/_19252_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19569_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19569_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19569_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19569_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19569_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19569_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19569_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19569_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19569_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19569_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19569_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19569_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19569_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19569_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19569_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19569_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19569_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19569_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19569_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19569_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19569_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19569_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19569_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19569_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19569_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19569_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19569_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19569_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19569_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19569_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19569_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19569_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19569_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19569_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19569_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19569_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_19569_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_19569_, OR2x2_ASAP7_75t_R,  18.61
instr[4], riscv/dp/_19569_, OA31x2_ASAP7_75t_R,  19.59
instr[4], riscv/dp/_19569_, OAI21x1_ASAP7_75t_R,  51.01
instr[4], riscv/dp/_19569_, OA21x2_ASAP7_75t_R,  54.10
instr[4], riscv/dp/_19569_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19345_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19345_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19345_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19345_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19345_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19345_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19345_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19345_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19345_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19345_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19345_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19345_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19345_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19345_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19345_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19345_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19345_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19345_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19345_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19345_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19345_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19345_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19345_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19345_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19345_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19345_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19345_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19345_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19345_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19345_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19345_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19345_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19345_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19345_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19345_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19345_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_19345_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_19345_, OR2x2_ASAP7_75t_R,  18.61
instr[4], riscv/dp/_19345_, OA31x2_ASAP7_75t_R,  19.59
instr[4], riscv/dp/_19345_, OAI21x1_ASAP7_75t_R,  51.01
instr[4], riscv/dp/_19345_, OA21x2_ASAP7_75t_R,  54.05
instr[4], riscv/dp/_19345_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19665_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19665_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19665_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19665_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19665_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19665_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19665_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19665_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19665_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19665_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19665_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19665_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19665_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19665_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19665_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19665_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19665_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19665_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19665_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19665_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19665_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19665_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19665_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19665_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19665_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19665_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19665_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19665_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19665_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19665_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19665_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19665_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19665_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19665_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19665_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19665_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_19665_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_19665_, OR2x2_ASAP7_75t_R,  18.61
instr[4], riscv/dp/_19665_, OA31x2_ASAP7_75t_R,  19.59
instr[4], riscv/dp/_19665_, OAI21x1_ASAP7_75t_R,  51.01
instr[4], riscv/dp/_19665_, OA21x2_ASAP7_75t_R,  53.98
instr[4], riscv/dp/_19665_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19537_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19537_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19537_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19537_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19537_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19537_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19537_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19537_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19537_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19537_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19537_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19537_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19537_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19537_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19537_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19537_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19537_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19537_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19537_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19537_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19537_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19537_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19537_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19537_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19537_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19537_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19537_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19537_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19537_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19537_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19537_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19537_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19537_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19537_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19537_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19537_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_19537_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_19537_, OR2x2_ASAP7_75t_R,  18.61
instr[4], riscv/dp/_19537_, OA31x2_ASAP7_75t_R,  19.59
instr[4], riscv/dp/_19537_, OAI21x1_ASAP7_75t_R,  51.01
instr[4], riscv/dp/_19537_, OA21x2_ASAP7_75t_R,  53.92
instr[4], riscv/dp/_19537_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19601_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19601_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19601_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19601_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19601_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19601_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19601_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19601_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19601_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19601_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19601_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19601_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19601_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19601_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19601_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19601_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19601_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19601_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19601_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19601_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19601_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19601_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19601_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19601_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19601_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19601_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19601_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19601_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19601_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19601_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19601_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19601_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19601_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19601_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19601_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19601_, AOI21x1_ASAP7_75t_R,  12.95
instr[4], riscv/dp/_19601_, OR3x1_ASAP7_75t_R,  20.07
instr[4], riscv/dp/_19601_, OR2x2_ASAP7_75t_R,  18.61
