Start_point, End_point, Cell, Delay
instr[4], riscv/dp/_19596_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19596_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19596_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19596_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19596_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19596_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19596_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19596_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19596_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19596_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19596_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19596_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19596_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19596_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19596_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19596_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19596_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19596_, AO21x1_ASAP7_75t_R,  20.89
instr[4], riscv/dp/_19596_, AO21x1_ASAP7_75t_R,  18.52
instr[4], riscv/dp/_19596_, OR2x2_ASAP7_75t_R,  20.58
instr[4], riscv/dp/_19596_, OR2x2_ASAP7_75t_R,  18.48
instr[4], riscv/dp/_19596_, OA21x2_ASAP7_75t_R,  47.85
instr[4], riscv/dp/_19596_, OA21x2_ASAP7_75t_R,  40.01
instr[4], riscv/dp/_19596_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19674_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19674_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19674_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19674_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19674_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19674_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19674_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19674_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19674_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19674_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19674_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19674_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19674_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19674_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19674_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19674_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19674_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19674_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19674_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19674_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19674_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19674_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19674_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19674_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19674_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19674_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19674_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19674_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19674_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19674_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19674_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19674_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19674_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19674_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19674_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19674_, AO21x1_ASAP7_75t_R,  21.48
instr[4], riscv/dp/_19674_, OA211x2_ASAP7_75t_R,  57.65
instr[4], riscv/dp/_19674_, AND2x2_ASAP7_75t_R,  36.53
instr[4], riscv/dp/_19674_, AO221x1_ASAP7_75t_R,  20.13
instr[4], riscv/dp/_19674_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
instr[4], riscv/dp/_18994_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_18994_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_18994_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_18994_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_18994_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_18994_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_18994_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_18994_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_18994_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_18994_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_18994_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_18994_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_18994_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_18994_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_18994_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_18994_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_18994_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_18994_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_18994_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_18994_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_18994_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_18994_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_18994_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_18994_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_18994_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_18994_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_18994_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_18994_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_18994_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_18994_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_18994_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_18994_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_18994_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_18994_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_18994_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_18994_, AO21x1_ASAP7_75t_R,  18.84
instr[4], riscv/dp/_18994_, OA21x2_ASAP7_75t_R,  13.07
instr[4], riscv/dp/_18994_, AO21x1_ASAP7_75t_R,  17.06
instr[4], riscv/dp/_18994_, OA31x2_ASAP7_75t_R,  49.81
instr[4], riscv/dp/_18994_, AO21x1_ASAP7_75t_R,  36.91
instr[4], riscv/dp/_18994_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
instr[4], riscv/dp/_19258_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19258_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19258_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19258_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19258_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19258_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19258_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19258_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19258_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19258_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19258_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19258_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19258_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19258_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19258_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19258_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19258_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19258_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19258_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19258_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19258_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19258_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19258_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19258_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19258_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19258_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19258_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19258_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19258_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19258_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19258_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19258_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19258_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19258_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19258_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19258_, AO21x1_ASAP7_75t_R,  21.48
instr[4], riscv/dp/_19258_, OA211x2_ASAP7_75t_R,  57.65
instr[4], riscv/dp/_19258_, AND2x2_ASAP7_75t_R,  36.61
instr[4], riscv/dp/_19258_, AO221x1_ASAP7_75t_R,  20.21
instr[4], riscv/dp/_19258_, DFFLQNx1_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19290_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19290_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19290_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19290_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19290_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19290_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19290_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19290_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19290_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19290_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19290_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19290_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19290_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19290_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19290_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19290_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19290_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19290_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19290_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19290_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19290_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19290_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19290_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19290_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19290_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19290_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19290_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19290_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19290_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19290_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19290_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19290_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19290_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19290_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19290_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19290_, AO21x1_ASAP7_75t_R,  21.48
instr[4], riscv/dp/_19290_, OA211x2_ASAP7_75t_R,  57.65
instr[4], riscv/dp/_19290_, AND2x2_ASAP7_75t_R,  36.43
instr[4], riscv/dp/_19290_, AO221x1_ASAP7_75t_R,  20.16
instr[4], riscv/dp/_19290_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
instr[4], riscv/dp/_19858_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19858_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19858_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19858_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19858_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19858_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19858_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19858_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19858_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19858_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19858_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19858_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19858_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19858_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19858_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19858_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19858_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19858_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19858_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19858_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19858_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19858_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19858_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19858_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19858_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19858_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19858_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19858_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19858_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19858_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19858_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19858_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19858_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19858_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19858_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19858_, AO21x1_ASAP7_75t_R,  18.84
instr[4], riscv/dp/_19858_, OA21x2_ASAP7_75t_R,  13.07
instr[4], riscv/dp/_19858_, AO21x1_ASAP7_75t_R,  17.06
instr[4], riscv/dp/_19858_, OA31x2_ASAP7_75t_R,  49.81
instr[4], riscv/dp/_19858_, AO21x1_ASAP7_75t_R,  36.84
instr[4], riscv/dp/_19858_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_18938_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_18938_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_18938_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_18938_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_18938_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_18938_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_18938_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_18938_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_18938_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_18938_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_18938_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_18938_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_18938_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_18938_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_18938_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_18938_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_18938_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_18938_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_18938_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_18938_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_18938_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_18938_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_18938_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_18938_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_18938_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_18938_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_18938_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_18938_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_18938_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_18938_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_18938_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_18938_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_18938_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_18938_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_18938_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_18938_, AO21x1_ASAP7_75t_R,  21.48
instr[4], riscv/dp/_18938_, OA211x2_ASAP7_75t_R,  57.65
instr[4], riscv/dp/_18938_, AND2x2_ASAP7_75t_R,  36.49
instr[4], riscv/dp/_18938_, AO221x1_ASAP7_75t_R,  19.95
instr[4], riscv/dp/_18938_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19026_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19026_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19026_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19026_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19026_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19026_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19026_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19026_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19026_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19026_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19026_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19026_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19026_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19026_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19026_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19026_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19026_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19026_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19026_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19026_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19026_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19026_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19026_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19026_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19026_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19026_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19026_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19026_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19026_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19026_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19026_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19026_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19026_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19026_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19026_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19026_, AO21x1_ASAP7_75t_R,  18.84
instr[4], riscv/dp/_19026_, OA21x2_ASAP7_75t_R,  13.07
instr[4], riscv/dp/_19026_, AO21x1_ASAP7_75t_R,  17.06
instr[4], riscv/dp/_19026_, OA31x2_ASAP7_75t_R,  49.81
instr[4], riscv/dp/_19026_, AO21x1_ASAP7_75t_R,  36.91
instr[4], riscv/dp/_19026_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
instr[4], riscv/dp/_19314_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19314_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19314_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19314_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19314_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19314_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19314_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19314_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19314_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19314_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19314_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19314_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19314_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19314_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19314_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19314_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19314_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19314_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19314_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19314_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19314_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19314_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19314_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19314_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19314_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19314_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19314_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19314_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19314_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19314_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19314_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19314_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19314_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19314_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19314_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19314_, AO21x1_ASAP7_75t_R,  18.84
instr[4], riscv/dp/_19314_, OA21x2_ASAP7_75t_R,  13.07
instr[4], riscv/dp/_19314_, AO21x1_ASAP7_75t_R,  17.06
instr[4], riscv/dp/_19314_, OA31x2_ASAP7_75t_R,  49.81
instr[4], riscv/dp/_19314_, AO21x1_ASAP7_75t_R,  36.92
instr[4], riscv/dp/_19314_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_18867_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_18867_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_18867_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_18867_, OR5x2_ASAP7_75t_R,  77.35 
